content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,triplet_label,len_clean_tweet
"ngakak bgt abis top up spay trs mas nya blg ""atas nama ""ijen"" ya?"" trs gue yg kayak ""hah?"" trnyt gue br inget usn shopee gue ijen0 HAHAHAHAH",negative,produk;,SUBJECTIVE,"ngakak bgt abis top up spay trs mas nya blg ""atas nama ""ijen"" ya?"" trs gue yg kayak ""hah?"" trnyt gue br inget usn shopee gue ijen0 HAHAHAHAH","(top up spay, br inget, negative, payment)","(top up spay, br inget, negative)",28
"@bliblidotcom Intro lagu NCT 127 paling Keren jatuh kepada "" Kick It "" nendang banget temponya. #Pilihajasih",positive,produk;,SUBJECTIVE," Intro lagu NCT paling Keren jatuh kepada "" Kick It "" nendang banget temponya.","(NCT, nendang banget temponya, positive, produk)","(nct, nendang banget temponya, positive)",14
"@2ruuu_ udaah sm temenku, aku gapunya seabank mau co shopee",neutral,produk;,SUBJECTIVE," udaah sm temenku, aku gapunya seabank mau co shopee","(shopee, aku gapunya seabank mau co shopee, negative, payment)","(shopee, aku gapunya seabank mau co shopee, negative)",9
"@clowsiy @bliblidotcom sama bngt wehh, smpe enek liatnya aja palagi sama lidah kucing sama nastar kek bosen bngtttt",negative,produk;,SUBJECTIVE," sama bngt wehh, smpe enek liatnya aja palagi sama lidah kucing sama nastar kek bosen bngtttt","(lidah kucing, enek liatnya, negative, produk)","(lidah kucing, enek liatnya, negative)",16
Shopee notification dah macam roda impian 😭,negative,produk;,SUBJECTIVE,Shopee notification dah macam roda impian,"(Shopee, dah macam roda impian, positive, produk)","(shopee, dah macam roda impian, positive)",6
"@sbtcon Sedih tp wajarrr soalnya lg penuh bgt, aku jg co dari 4.4 tp belom ada update apa2 di shopee",negative,produk;,SUBJECTIVE," Sedih tp wajarrr soalnya lg penuh bgt, aku jg co dari tp belom ada update apa2 di shopee","(shopee, tp belom ada update apa2, negative, delivery)","(shopee, tp belom ada update apa2, negative)",18
"@bliblidotcom eliminasi onde², soalnya kadang pas makan isinya kosong kek otak",neutral,produk;,SUBJECTIVE," eliminasi onde, soalnya kadang pas makan isinya kosong kek otak","(onde, isinya kosong, negative, produk)","(onde, isinya kosong, negative)",10
Kapok gabut malah bukak shopee xixi,negative,produk;,SUBJECTIVE,Kapok gabut malah bukak shopee xixi,"(shopee, kapok, negative, website&apps)","(shopee, kapok, negative)",6
"Jadi awalnya tuh aku udah persen seragam dari jauh jauh hari tapi kemarin tiba tiba di cancel sama penjualnya, untungnya uangnya dibalikin Akhirnya aku nyari tapi yang ready stock karna udah mepet mau lebaran, nyoba nyari di shopee tapi banyak yang kosong dan PO",neutral,produk;,SUBJECTIVE,"Jadi awalnya tuh aku udah persen seragam dari jauh jauh hari tapi kemarin tiba tiba di cancel sama penjualnya, untungnya uangnya dibalikin Akhirnya aku nyari tapi yang ready stock karna udah mepet mau lebaran, nyoba nyari di shopee tapi banyak yang kosong dan PO","(shopee, banyak yang kosong dan PO, negative, produk)","(shopee, banyak yang kosong dan po, negative)",44
"@deprergurl @discountfess Oh iya kak? Padahal lumayan buat kerja, dikirim udah lebaran pun gapapa tapi takut batal otomatis sama shopee😭",neutral,produk;,SUBJECTIVE," Oh iya kak? Padahal lumayan buat kerja, dikirim udah lebaran pun gapapa tapi takut batal otomatis sama shopee","(shopee, takut batal otomatis, negative, website&apps)","(shopee, takut batal otomatis, negative)",18
@bukalapak Gak membantu kak. Permasalahan saya di buka emas. Tapi gak ada pilihannya. Masa chat sama bot,neutral,produk;,SUBJECTIVE, Gak membantu kak. Permasalahan saya di buka emas. Tapi gak ada pilihannya. Masa chat sama bot,"(chat, sama bot, negative, costumerservice)","(chat, sama bot, negative)",16
Gue co shopee sampenya bakalan lama ga yaaa 😭😭😭,negative,produk;,SUBJECTIVE,Gue co shopee sampenya bakalan lama ga yaaa,"(shopee, sampenya bakalan lama ga ya, negative, delivery)","(shopee, sampenya bakalan lama ga ya, negative)",8
"@Manusia4A_ @AlterEgo_IDN Racing jacket, ada kok di shopee aja lg promo tp toko lg libur wkwk",negative,produk;,SUBJECTIVE," Racing jacket, ada kok di shopee aja lg promo tp toko lg libur wkwk","(racing haket, lg promo, positive, price)","(racing haket, lg promo, positive)",14
"shopee benerin appnya tolong, lemot banget cuy",negative,produk;,SUBJECTIVE,"shopee benerin appnya tolong, lemot banget cuy","(shopee, lemot banget cuy, negative, website&apps)","(shopee, lemot banget cuy, negative)",7
kemeja flanel renjun yg kuning sold out di hampir semua toko di shopee 😫,negative,produk;,SUBJECTIVE,kemeja flanel renjun yg kuning sold out di hampir semua toko di shopee,"(shopee, sold out di hampir semua toko, negative, produk)","(shopee, sold out di hampir semua toko, negative)",13
"@nizamluntungan @ShopeeID Sumpah ya, kalo pembeli disuruh urus sendiri, pusing sendiri, trs pihak shopee kerjanya apa? Bknnya pihak ketiga yg menjamin keamanan kmi berbelanja ya? Mana biaya tambahan banyak bgt lagi, tp pelayanan malah menurun.",negative,produk;,SUBJECTIVE," Sumpah ya, kalo pembeli disuruh urus sendiri, pusing sendiri, trs pihak shopee kerjanya apa? Bknnya pihak ketiga yg menjamin keamanan kmi berbelanja ya? Mana biaya tambahan banyak bgt lagi, tp pelayanan malah menurun.","(shopee, disuruh urus sendiri, negative, costumerservice)","(shopee, disuruh urus sendiri, negative)",33
@najenossi @clickofficialid @bliblidotcom iniii di bliblinya blgnya “siap dikirimmm” sih,negative,delivery; produk;,SUBJECTIVE, iniii di bliblinya blgnya siap dikirimmm sih,"(blibli, blgnya siap dikirimmm sih, negative, produk)","(blibli, blgnya siap dikirimmm sih, negative)",7
"@SeputarTetangga Buat referensi coba liat2 aja harga rumah di olx nder, biasanya yg murah2 di jaksel tuh diluar daerah kalibata, tebet, kemang, setia budi. Selebihnya oke. Apalagi kalo ke daerah tj barat sampe ke ragunan, itu murah2. Kontrakan aja disana murah2 bgt.",neutral,price; produk;,SUBJECTIVE," Buat referensi coba liat2 aja harga rumah di olx nder, biasanya yg murah2 di jaksel tuh diluar daerah kalibata, tebet, kemang, setia budi. Selebihnya oke. Apalagi kalo ke daerah tj barat sampe ke ragunan, itu murah2. Kontrakan aja disana murah2 bgt.","(harga rumah, murah2, positive, produk); (kontrakan, disana murah, positive, produk)","(harga rumah, murah2, positive);(kontrakan, disana murah, positive)",41
"Feel so blessed banget, refund garuda 100% balik dan dapat flashsale shopee 1 rupiah. Padahal akhir bulan kemarin berasa jadi manusia paling sial sekarang bisa berubah menjadi yg paling beruntung. Emang ya allah ini 😍❤️",neutral,produk;,SUBJECTIVE,"Feel so blessed banget, refund garuda % balik dan dapat flashsale shopee rupiah. Padahal akhir bulan kemarin berasa jadi manusia paling sial sekarang bisa berubah menjadi yg paling beruntung. Emang ya allah ini","(refund garuda, % balik, positive, website&apps)","(refund garuda, % balik, positive)",33
@bukalapak pengiriman grabsameday di BL lg masalahkah?? katanya sameday tp ud 2 hari ga dipick up😑,negative,produk;,SUBJECTIVE, pengiriman grabsameday di BL lg masalahkah?? katanya sameday tp ud hari ga dipick up,"(grabsameday, lg masalahkah, negative, website&apps)","(grabsameday, lg masalahkah, negative)",14
"@bewsorak @tanyarlfes Pesen di lazada pake ninja cepet banget sampenya, tapi di shopee gak pake ekspedisi ninja makanya numpuk disatu/dua ekspedisi doang",negative,delivery; customerservice; produk;,SUBJECTIVE," Pesen di lazada pake ninja cepet banget sampenya, tapi di shopee gak pake ekspedisi ninja makanya numpuk disatu/dua ekspedisi doang","(ninja, cepet banget sampenya, positive, delivery)","(ninja, cepet banget sampenya, positive)",20
"kalo jodante udah gabisa w percayaain trus w harus percaya kemana laagi coy,,, sicpt bener2 rada, spx apalagi, harapan w cuma jodante tp ni ekspedisi grgr lebaran jd problematic,, paxel masukin ke pengiriman di shopee KEKKKK yaallah yatuhan",negative,produk;,SUBJECTIVE,"kalo jodante udah gabisa w percayaain trus w harus percaya kemana laagi coy,,, sicpt bener2 rada, spx apalagi, harapan w cuma jodante tp ni ekspedisi grgr lebaran jd problematic,, paxel masukin ke pengiriman di shopee KEKKKK yaallah yatuhan","(ekspedisi, grgr lebaran jd problematic, negative, delivery)","(ekspedisi, grgr lebaran jd problematic, negative)",38
"Gue udh bosen bgt scroll tiktok, ig, shopee, twitter, yt, harus ngapain lg selain tdr",negative,produk;,SUBJECTIVE,"Gue udh bosen bgt scroll tiktok, ig, shopee, twitter, yt, harus ngapain lg selain tdr","(scroll tiktok, gue udah bosen bgt, negative, website&apps)","(scroll tiktok, gue udah bosen bgt, negative)",15
Shopee express cepat sampai hub tapi sampai delivery dia lembab nak mampus pergi perap kat hub tu,negative,customerservice; produk;,SUBJECTIVE,Shopee express cepat sampai hub tapi sampai delivery dia lembab nak mampus pergi perap kat hub tu,"(Shopee express, cepat sampai hub, positive, delivery)","(shopee express, cepat sampai hub, positive)",17
"Aku beli baju lebaran, kata adminnya pasti nyampe sebelum lebaran. Pas udah CO di shopee tuh estimasinya 30 april, jdi aku nanya ke adminnya katanya ""paling lambat dikirim 18/19"" LAAHH EMANG BISA NYAMPE SEBELUM LEBARAN YAA?",negative,produk;,SUBJECTIVE,"Aku beli baju lebaran, kata adminnya pasti nyampe sebelum lebaran. Pas udah CO di shopee tuh estimasinya april, jdi aku nanya ke adminnya katanya ""paling lambat dikirim /19"" LAAHH EMANG BISA NYAMPE SEBELUM LEBARAN YAA?","(co di shopee, emang bisa nyampe sebelum lebaran, positive, delivery)","(co di shopee, emang bisa nyampe sebelum lebaran, positive)",35
@bliblidotcom Aduh cuma doyan putri salju lagi 🤣,neutral,customerservice; produk;,SUBJECTIVE, Aduh cuma doyan putri salju lagi,"(putri salju, Aduh cuma doyan putri salju, negative, produk)","(putri salju, aduh cuma doyan putri salju, negative)",6
3) Shopee  Macam pelik kan? Servis freelance pun ada kat shopee?   Ye!  Terdiscover lubuk ni masa nak cari tukang masukkan resit dalam sistem account.,neutral,produk;,SUBJECTIVE,3) Shopee Macam pelik kan? Servis freelance pun ada kat shopee? Ye! Terdiscover lubuk ni masa nak cari tukang masukkan resit dalam sistem account.,"(shopee, Shopee Macam pelik kan, negative, produk)","(shopee, shopee macam pelik kan, negative)",24
seru juga jualan di shopee wakak,positive,produk;,SUBJECTIVE,seru juga jualan di shopee wakak,"(shopee, seru juga jualan, positive, website&apps)","(shopee, seru juga jualan, positive)",6
"Puasa belanja, sekali checkout shopee kalappp🫠",negative,produk;,SUBJECTIVE,"Puasa belanja, sekali checkout shopee kalappp","(shopee, sekali checkout shopee kalappp, negative, produk)","(shopee, sekali checkout shopee kalappp, negative)",6
Kronologi singkat : Aku jual motor di olx. Dia langsung hubungi kita dengan deal harga 15jt. Dia bilang kl dia akan bayar 15jt langsung krn dia mau jual lg ke pihak ketiga dengan cara kredit. Jd dia ambil untung dari pihak ketiga dengan cara kredit….,neutral,payment; produk;,SUBJECTIVE,Kronologi singkat : Aku jual motor di olx. Dia langsung hubungi kita dengan deal harga jt. Dia bilang kl dia akan bayar jt langsung krn dia mau jual lg ke pihak ketiga dengan cara kredit. Jd dia ambil untung dari pihak ketiga dengan cara kredit.,"(motor, ambil untung, positive, produk)","(motor, ambil untung, positive)",45
"@Askrlfess Balik lagi gimana tokonya sih, aku beberapa dikirim meskipun ada yg dikirim ga sesuai dgn produknya. Udah ajukan kembali tapi tetap tidak di acc. Ya lama-lama jadi acc otomatis. Namanya jg marketing nder. Toko dan shopee jg ga mau rugi atuh.",negative,produk;,SUBJECTIVE," Balik lagi gimana tokonya sih, aku beberapa dikirim meskipun ada yg dikirim ga sesuai dgn produknya. Udah ajukan kembali tapi tetap tidak di acc. Ya lama-lama jadi acc otomatis. Namanya jg marketing nder. Toko dan shopee jg ga mau rugi atuh.","(_, ga sesuai dgn produknya, negative, produk)","(_, ga sesuai dgn produknya, negative)",41
gapapa cantik mau pake cincin shopee 2000 beads manik bentuk bunga jg gapapa,neutral,produk;,SUBJECTIVE,gapapa cantik mau pake cincin shopee beads manik bentuk bunga jg gapapa,"(shopee, gapapa cantik mau pake cincin shopee, positive, produk)","(shopee, gapapa cantik mau pake cincin shopee, positive)",12
anjg gk sabar 6mnit lgiii war shopee,negative,website&apps; produk;,SUBJECTIVE,anjg gk sabar mnit lgiii war shopee,"(war shopee, gk sabar mnit, positive, produk)","(war shopee, gk sabar mnit, positive)",7
Kemarin mau check out baju di shopee nggak jadi karena merasa nggak butuh-butuh banget eh tau-tau nemu baju di this is april bagus banget seketika lupa kalau nggak butuh-butuh banget. Emang kalau lagi stressed nggak boleh ke mall. 🫠,negative,produk;,SUBJECTIVE,Kemarin mau check out baju di shopee nggak jadi karena merasa nggak butuh-butuh banget eh tau-tau nemu baju di this is april bagus banget seketika lupa kalau nggak butuh-butuh banget. Emang kalau lagi stressed nggak boleh ke mall.,"(shopee, bagus banget seketika lupa, positive, produk)","(shopee, bagus banget seketika lupa, positive)",38
"Malem ini gw lg di lapangan emak gw vc, gw bela2 in angkat tp trnyta cma mau nyru gw nyariin jilbab di shopee buat ade gw, pdhl mreka d sruh cari sendiri ga nyari2, mlah nyru gue yg waktu luang ny singkat bgt, kan aneh, dan slaluuu begitu tiap mau beli barang dan tiap thn lebaran",neutral,produk;,SUBJECTIVE,"Malem ini gw lg di lapangan emak gw vc, gw bela2 in angkat tp trnyta cma mau nyru gw nyariin jilbab di shopee buat ade gw, pdhl mreka d sruh cari sendiri ga nyari2, mlah nyru gue yg waktu luang ny singkat bgt, kan aneh, dan slaluuu begitu tiap mau beli barang dan tiap thn lebaran","(jilbab, ga nyari2, negative, produk)","(jilbab, ga nyari2, negative)",56
banyak bgt yg ga terima cuih. ntr apa kata negara tetangga kalo ibu negara aja masih pake tas harga 35 rbu dri shopee,neutral,produk;,SUBJECTIVE,banyak bgt yg ga terima cuih. ntr apa kata negara tetangga kalo ibu negara aja masih pake tas harga rbu dri shopee,"(shopee, banyak bgt yg ga terima, negative, produk)","(shopee, banyak bgt yg ga terima, negative)",22
@bangtanwithus @ohmybeautybank Eh tapi skrg shopee gabisa pake koin lagi sih,negative,produk;,SUBJECTIVE, Eh tapi skrg shopee gabisa pake koin lagi sih,"(shopee, gabisa pake koin lagi, negative, website&apps)","(shopee, gabisa pake koin lagi, negative)",9
@bliblidotcom nastar si kurang suka sama selai nya,neutral,produk;,SUBJECTIVE, nastar si kurang suka sama selai nya,"(nastar, kurang suka sama selai nya, negative, produk)","(nastar, kurang suka sama selai nya, negative)",7
"@convomfs Sama banget, paket aku yg dari TT SHOP Uda hampir setengah bulan ga gerak2 Padahal Uda di kota tujuan. Dan bodohnya Uda tau overload aku masih Sabi2nya mesen kutek di shopee tadi malem 🙃",negative,customerservice; produk;,SUBJECTIVE," Sama banget, paket aku yg dari TT SHOP Uda hampir setengah bulan ga gerak2 Padahal Uda di kota tujuan. Dan bodohnya Uda tau overload aku masih Sabi2nya mesen kutek di shopee tadi malem","(shopee, Uda tau overload aku masih Sabi2nya mesen, negative, delivery)","(shopee, uda tau overload aku masih sabi2nya mesen, negative)",33
"hari-hariku ku yg sepi ini ku habiskan ngeliat shopee padahal duit sisa 2rb doang, capede",neutral,produk;,SUBJECTIVE,"hari-hariku ku yg sepi ini ku habiskan ngeliat shopee padahal duit sisa rb doang, capede","(shopee, hari-hariku yg sepi, negative, website&apps)","(shopee, hari-hariku yg sepi, negative)",15
"@pinkirene91 yayyy hayuk kak 😆 mau trade shopee tgl 25.4 aja gak kak abis lebaran gituu?? soalnya ekspedisi sekarang juga overload, paketku ketahan lemot banget :&lt;",neutral,produk;,SUBJECTIVE," yayyy hayuk kak mau trade shopee tgl aja gak kak abis lebaran gituu?? soalnya ekspedisi sekarang juga overload, paketku ketahan lemot banget :&lt;","(ekspedisi, sekarang juga overload, negative, delivery)","(ekspedisi, sekarang juga overload, negative)",23
"@bliblidotcom Eliminasi nastar, gue lebih suka kue basah yang kenyel kenyel soalnya 🤗",neutral,produk;,SUBJECTIVE," Eliminasi nastar, gue lebih suka kue basah yang kenyel kenyel soalnya","(nastar, lebih suka kue basah, negative, produk)","(nastar, lebih suka kue basah, negative)",11
"@aquarsiu Kemarin pake Shopee food sih, Ony. Soalnya ada promo sama gratis ongkir juga. Grab sekarang bisa pake voucher double ya? Boleh dicoba nih nanti. Makasih sarannya cantik 🫶",negative,produk;,SUBJECTIVE," Kemarin pake Shopee food sih, Ony. Soalnya ada promo sama gratis ongkir juga. Grab sekarang bisa pake voucher double ya? Boleh dicoba nih nanti. Makasih sarannya cantik","(shopee food, ada promo sama gratis ongkir, positive, delivery)","(shopee food, ada promo sama gratis ongkir, positive)",27
@ShopeeID ini akun shopee beneran bukan yah,negative,produk;,SUBJECTIVE, ini akun shopee beneran bukan yah,"(shopee, akun shopee beneran bukan yah, negative, website&apps)","(shopee, akun shopee beneran bukan yah, negative)",6
"@bliblidotcom Bola ubi, pernah bikin ga kopong sebel bngt",negative,produk;,SUBJECTIVE," Bola ubi, pernah bikin ga kopong sebel bngt","(bola ubi, kopong sebel bngt, negative, produk)","(bola ubi, kopong sebel bngt, negative)",8
kayak nya emang sudah saat nya hapus shopee 😅😅😅😅😅😅,negative,produk;,SUBJECTIVE,kayak nya emang sudah saat nya hapus shopee,"(shopee, emang sudah saat nya hapus, negative, website&apps)","(shopee, emang sudah saat nya hapus, negative)",8
"@rindalyaa_ @ohmybeautybank Ini beli di shopee wktu itu, bella square yg wrna frapucinno, sorry bgt aku lupa beli di toko mna, biasanya ngasal aja sii beli di toko yg mna yg penting ratenya 4,8.",positive,produk;,SUBJECTIVE," Ini beli di shopee wktu itu, bella square yg wrna frapucinno, sorry bgt aku lupa beli di toko mna, biasanya ngasal aja sii beli di toko yg mna yg penting ratenya .","(shopee, penting ratenya, positive, produk)","(shopee, penting ratenya, positive)",32
@NyimasLaula @kerissakti Iyaa sumpah gw jg bingung kok barang bekas dia nanya ijin perdagangannya wkwkk kocak. Selama ini org sipil yg jual barang bekas di olx emg ada punya ijin perdagangan???,negative,produk;,SUBJECTIVE, Iyaa sumpah gw jg bingung kok barang bekas dia nanya ijin perdagangannya wkwkk kocak. Selama ini org sipil yg jual barang bekas di olx emg ada punya ijin perdagangan???,"(ijin perdagangan, kocak, negative, website&apps)","(ijin perdagangan, kocak, negative)",29
brg dibeli dari tiktokshop lebih laju sampe drpda shopee 😌,negative,produk;,SUBJECTIVE,brg dibeli dari tiktokshop lebih laju sampe drpda shopee,"(tiktokshop, lebih laju sampe, positive, delivery)","(tiktokshop, lebih laju sampe, positive)",9
@bliblidotcom Gw sih lebih mentingin adonan bakwannya gurih apaa ngga. Soalnya klo hambar ga enak,neutral,produk;,SUBJECTIVE, Gw sih lebih mentingin adonan bakwannya gurih apaa ngga. Soalnya klo hambar ga enak,"(bakwan, klo hambar ga enak, negative, produk)","(bakwan, klo hambar ga enak, negative)",14
"@TxtdariHI iye min, ceritanya mau join ke malaysia taunya malah join jd BA shopee wkwkwkwkwkk",neutral,produk;,SUBJECTIVE," iye min, ceritanya mau join ke malaysia taunya malah join jd BA shopee wkwkwkwkwkk","(ba shopee, ceritanya mau join, positive, website&apps)","(ba shopee, ceritanya mau join, positive)",14
"@bukalapak Min,kok akun saya dinonaktifin sih,mau login jadi gak bisa,bikin akun baru tapi nomer hp udah ke daftar di akun yang dinonaktifkan,gimana nih min?",negative,produk;,SUBJECTIVE," Min,kok akun saya dinonaktifin sih,mau login jadi gak bisa,bikin akun baru tapi nomer hp udah ke daftar di akun yang dinonaktifkan,gimana nih min?","(akun, dinonaktifin, negative, website&apps)","(akun, dinonaktifin, negative)",23
"@bliblidotcom Mending kasih ke aku kak, heheh.. Sekitar 3 tahun yang lalu tuh, aku kan pake oppo yg model crystal itu loh kak, abis itu rusak karena layarnya ga bisa dipencet, dua tahun yg lalu, aku pake oppo F3 kak, baru rusak bulan januari kemarin, kasusnya sama deh.. Layarnya juga rusak..",negative,produk;,SUBJECTIVE," Mending kasih ke aku kak, heheh.. Sekitar tahun yang lalu tuh, aku kan pake oppo yg model crystal itu loh kak, abis itu rusak karena layarnya ga bisa dipencet, dua tahun yg lalu, aku pake oppo F3 kak, baru rusak bulan januari kemarin, kasusnya sama deh.. Layarnya juga rusak..","(oppo, layarnga ga bisa dipencet, negative, produk)","(oppo, layarnga ga bisa dipencet, negative)",49
@bliblidotcom Nastar bs ga sih log out aja dari perjajanan Indonesia😭,neutral,produk;,SUBJECTIVE, Nastar bs ga sih log out aja dari perjajanan Indonesia,"(nastar, log out aj dari perjajanan indonesia, negative, produk)","(nastar, log out aj dari perjajanan indonesia, negative)",10
First time ye beli barang shopee untuk raya ni. Risau aje tak sempat sampai 💀,positive,delivery; produk;,SUBJECTIVE,First time ye beli barang shopee untuk raya ni. Risau aje tak sempat sampai,"(barang shopee, risau aja tak sempat sampai, negative, delivery)","(barang shopee, risau aja tak sempat sampai, negative)",14
Anjing emng gua digocek seller shopee. Bangsat.,negative,price; produk;,SUBJECTIVE,Anjing emng gua digocek seller shopee. Bangsat.,"(seller shopee, anjing emg gua digocek, negative, produk)","(seller shopee, anjing emg gua digocek, negative)",7
@matchacivla Bisa jantungan kl beneran ke shopee,neutral,produk;,SUBJECTIVE, Bisa jantungan kl beneran ke shopee,"(shopee, Bisa jantungan kl beneran ke shopee, negative, website&apps)","(shopee, bisa jantungan kl beneran ke shopee, negative)",6
@bliblidotcom Bola ubi klo teksturnya yg kenyel” itu ga terlalu suka klo garing bgtu sukaa,positive,produk;,SUBJECTIVE, Bola ubi klo teksturnya yg kenyel itu ga terlalu suka klo garing bgtu sukaa,"(Bola ubi, ga terlalu suka klo garing, negative, produk)","(bola ubi, ga terlalu suka klo garing, negative)",14
"@ShopeeID @ShopeeCare min istri sy pesan di shopee tertulisnya di aplikasi sudah terkirim, tapi kami tidak menerima sama sekali. Saya tanya tetangga pun tidak ada yg menerima sama sekali. Mohon bantuannya bgmn kami menerima paket pesanan kami?",negative,produk;,SUBJECTIVE," min istri sy pesan di shopee tertulisnya di aplikasi sudah terkirim, tapi kami tidak menerima sama sekali. Saya tanya tetangga pun tidak ada yg menerima sama sekali. Mohon bantuannya bgmn kami menerima paket pesanan kami?","(shopee, kami tidak menerima sama sekali, negative, produk)","(shopee, kami tidak menerima sama sekali, negative)",35
"@bngrtan @maybeeevirgo Waktu itu beli di shopee, tp ini udah lama. Coba nyari aja ""kalung barbie""",neutral,customerservice; produk;,SUBJECTIVE," Waktu itu beli di shopee, tp ini udah lama. Coba nyari aja ""kalung barbie""","(kalung berbie, tp ini udah lama, negative, produk)","(kalung berbie, tp ini udah lama, negative)",14
@bliblidotcom Klepon enak bgt suka isian nya😻😻,positive,produk;,SUBJECTIVE, Klepon enak bgt suka isian nya,"(Klepon, suka isian nya, positive, produk)","(klepon, suka isian nya, positive)",6
shopee stress bgt meh tarik saldo raiso kat wingi,negative,delivery; customerservice; produk;,SUBJECTIVE,shopee stress bgt meh tarik saldo raiso kat wingi,"(shopee, stress bgt, negative, website&apps)","(shopee, stress bgt, negative)",9
@discountfess Mager bgt main game shopee tapi mayan ngumpulin recehan buat potongan kalo cekot² barang 👌🏼,negative,produk;,SUBJECTIVE, Mager bgt main game shopee tapi mayan ngumpulin recehan buat potongan kalo cekot barang,"(shopee, tapi mayan ngumpulin recehan buat potongan, positive, price)","(shopee, tapi mayan ngumpulin recehan buat potongan, positive)",14
@Shopee__ID Yaudah beb serah lu aja. Suruh jualan syopi affiliate juga seru keknya,negative,delivery; produk;,SUBJECTIVE, Yaudah beb serah lu aja. Suruh jualan syopi affiliate juga seru keknya,"(syopi affliliate, seru keknya, positive, website&apps)","(syopi affliliate, seru keknya, positive)",12
ajg jiwa impulsif gue kambuh klo buka shopee,neutral,delivery; produk;,SUBJECTIVE,ajg jiwa impulsif gue kambuh klo buka shopee,"(shopee, impulsif gue kambuh, negative, website&apps)","(shopee, impulsif gue kambuh, negative)",8
"@LyneKruzch @ohmybeautybank di shopee banyak kaaa murah2 aku pernah beli under 15rb apa under 10rb gitu, yg mau nyaranin ke kakanya tkt domnya jauh hehe",negative,produk;,SUBJECTIVE," di shopee banyak kaaa murah2 aku pernah beli under rb apa under rb gitu, yg mau nyaranin ke kakanya tkt domnya jauh hehe","(_, under rb, positive, produk)","(_, under rb, positive)",23
"@jntexpressid min, kenapa paketan shopee saya engga bisa diproses pick up atau drop off di agent-agent CP daerah saya yah? Paketan saya ada puluhan dg resi JNT engga diproses oleh agent, ngerasa dianak tirikan. Giliran resi tiktokshop bisa diproses",negative,produk;,SUBJECTIVE," min, kenapa paketan shopee saya engga bisa diproses pick up atau drop off di agent-agent CP daerah saya yah? Paketan saya ada puluhan dg resi JNT engga diproses oleh agent, ngerasa dianak tirikan. Giliran resi tiktokshop bisa diproses","(paketan shopee, engga bisa diproses, negative, delivery)","(paketan shopee, engga bisa diproses, negative)",38
@bliblidotcom Pada ngarep dapat hp gratis.. Sama gw juga ngarep bngt...   #RamadandiBliblixOPPO #GakAdaYangKelewat #BlibliRamadhan,neutral,produk;,SUBJECTIVE, Pada ngarep dapat hp gratis.. Sama gw juga ngarep bngt...,"(hp, ngarep bngt, positive, produk)","(hp, ngarep bngt, positive)",10
@bukalapak cs mitra bukalapak selain online apk dimana ? masalah kyc aja gak beres beres cs apk,negative,payment; produk;,SUBJECTIVE, cs mitra bukalapak selain online apk dimana ? masalah kyc aja gak beres beres cs apk,"(cs mitra bukalapak, gak beres beres cs apk, negative, website&apps)","(cs mitra bukalapak, gak beres beres cs apk, negative)",16
"heran dah, bolak balek buat laporan paket yg belum sampe di shopee kok tbtb laporan selesai? mana mau nyambungin ke agent susah kali. @ShopeeCare",negative,produk;,SUBJECTIVE,"heran dah, bolak balek buat laporan paket yg belum sampe di shopee kok tbtb laporan selesai? mana mau nyambungin ke agent susah kali.","(shopee, tbtb laporan selesai, negative, costumerservice)","(shopee, tbtb laporan selesai, negative)",23
@discountfess shopee sm anteraja kl ada jg cpt bgt,negative,produk;,SUBJECTIVE, shopee sm anteraja kl ada jg cpt bgt,"(shopee, cpt bgt, positive, delivery)","(shopee, cpt bgt, positive)",8
@sinyoism @bliblidotcom Kastane lebih tinggi pancet tahu telor,neutral,produk;,SUBJECTIVE, Kastane lebih tinggi pancet tahu telor,"(tahu telor, kastane lebih tinggi, positive, produk)","(tahu telor, kastane lebih tinggi, positive)",6
@sosmedkeras Mendingan di olx masih ada manusiawinya sedikit. Jual di fb kebanyakan astaghfirullahnya,neutral,produk;,SUBJECTIVE, Mendingan di olx masih ada manusiawinya sedikit. Jual di fb kebanyakan astaghfirullahnya,"(olx, ada manusiawinya, positive, produk); (fb, kebanyakan astagfirullah, negative, produk)","(olx, ada manusiawinya, positive);(fb, kebanyakan astagfirullah, negative)",12
Nyesel bgt gua pake shopee express @ShopeeID kampret emang,negative,produk;,SUBJECTIVE,Nyesel bgt gua pake shopee express kampret emang,"(shopee express, Nyesel bgt, negative, produk)","(shopee express, nyesel bgt, negative)",8
"gue lagi mikir harus beli ini dulu apa itu dulu ya, dari kemaren bolak balik shopee, mau beli beli tapi kalo lo beli item ini duit lo langsung skakmat, mana cuman dapet 1 item, tapi aku mw",neutral,produk;,SUBJECTIVE,"gue lagi mikir harus beli ini dulu apa itu dulu ya, dari kemaren bolak balik shopee, mau beli beli tapi kalo lo beli item ini duit lo langsung skakmat, mana cuman dapet item, tapi aku mw","(shopee, duit lo langsung skakmat, negative, produk)","(shopee, duit lo langsung skakmat, negative)",36
@bliblidotcom Bakwan tipis lah  Bakwan gemuk dalemnya suka bagel,positive,produk;,SUBJECTIVE, Bakwan tipis lah Bakwan gemuk dalemnya suka bagel,"(bakwan gemuk, dalemnya suka bagel, negative, produk)","(bakwan gemuk, dalemnya suka bagel, negative)",8
