aoriginal_id,content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,corrected_quadruplet,postprocess_quad
1.647358709226672e+18,Jasa shopee express mengecewakan bgt,negative,produk;,SUBJECTIVE,jasa shopee express mengecewakan bgt,"(shopee express, mengecewakan bgt, negative, delivery)","(shopee express, mengecewakan bgt, negative, delivery)","(shopee express,mengecewakan bgt,negative,delivery)"
1.647358668822962e+18,shopee capit nagih bgt bahaya,negative,produk;,SUBJECTIVE,shopee capit nagih bgt bahaya,"(shopee capit, nagih bgt bahaya, positive, website&apps)","(shopee capit, nagih bgt bahaya, positive, website&apps)","(shopee capit,nagih bgt bahaya,positive,website&apps)"
1.6473579619820708e+18,"@ohmy_chan Mereka ga tau rasanya shopee yg loadingnya kadang lama polll, mana suka ngelag 😭",neutral,produk;,SUBJECTIVE,"mereka ga tau rasanya shopee yg loadingnya kadang lama polll, mana suka ngelag","(shopee, loadingnya kadang lama poll, negative, website&apps)","(shopee, loadingnya kadang lama poll, negative, website&apps);(shopee, ngelag, negative, website&apps)","(shopee,loadingnya kadang lama polll,negative,website&apps);(shopee,ngelag,negative,website&apps)"
1.6473575301994455e+18,Mau cv koin shopee 2.122 no fee ada gak sih ya Allah 😭,neutral,delivery; produk;,SUBJECTIVE,mau cv koin shopee no fee ada gak sih ya allah,"(koin shopee, no fee, negative, website&apps)","(koin shopee, no fee, negative, website&apps)","(koin shopee,no fee,negative,website&apps)"
1.647357442211152e+18,@AbudiAlsagoff Mungkin mira tu akan letak link shopee pada akhirnya,neutral,delivery; produk;,SUBJECTIVE,mungkin mira tu akan letak link shopee pada akhirnya,"(link shopee, mira tu akan letak, negative, website&apps)","(link shopee, mira tu akan letak, negative, website&apps)","(link shopee,mira tu akan letak,negative,website&apps)"
1.6473532760930468e+18,@reductoo_ shopee gi butuh duit haha,neutral,produk;,SUBJECTIVE,shopee gi butuh duit haha,"(shopee, gi butuh duit, negative, website&apps)","(shopee, gi butuh duit, negative, website&apps)","(shopee,gi butuh duit,negative,website&apps)"
1.6478386913087406e+18,@bliblidotcom Gilingan pake kecap😅,neutral,produk;,SUBJECTIVE,gilingan pake kecap,"(_, pake kecap, positive, produk)","(_, pake kecap, positive, produk)","(_,pake kecap,positive,produk)"
1.6478376746178437e+18,@bliblidotcom Ga mudik krna gpunya kampung 😂,neutral,produk;,SUBJECTIVE,ga mudik krna gpunya kampung,"(kampung, ga mudik, negative, produk)","(kampung, ga mudik, negative, produk)","(kampung,ga mudik,negative,produk)"
1.6478356449102725e+18,@BlibliCare @bliblidotcom  Kasus batal automatis karena seller tak kunjung kirim (No Respond ) Merugikan saya sebagai Buyer Karena sy menggunakan Voucher pribadi Dan voucher pribadi itu hangus Tidak bisa digunakan lagi Dan @BlibliCare gak ada solusi 😡😡,negative,produk;,SUBJECTIVE,kasus batal automatis karena seller tak kunjung kirim (no respond ) merugikan saya sebagai buyer karena sy menggunakan voucher pribadi dan voucher pribadi itu hangus tidak bisa digunakan lagi dan gak ada solusi,"(voucher, hangus tidak bisa digunakan lagi dan gak ada solusi, negative, costumerservice)","(seller, tak kunjung kirim, negative, produk);(seller, merugikan, negative, produk);(voucher, hangus, negative, price);(voucher, tidak bisa digunakan, negative, price);(voucher, gak ada solusi, negative, customerservice)","(seller,tak kunjung kirim,negative,produk);(seller,merugikan,negative,produk);(voucher,hangus,negative,price);(voucher,tidak bisa digunakan,negative,price);(voucher,gak ada solusi,negative,customerservice)"
1.6478275580614615e+18,@bliblidotcom Yang tipis lebih enak krn kriuk-kriuk 😋,positive,delivery; produk;,SUBJECTIVE,yang tipis lebih enak krn kriuk-kriuk,"(tipis, lebih enak krn kriuk-kriuk, positive, produk)","(tipis, lebih enak, positive, produk)","(tipis,lebih enak,positive,produk)"
1.647351361888215e+18,@discountfess shopee express kalo skrng,negative,payment; price; produk;,SUBJECTIVE,shopee express kalo skrng,"(shopee express, kalo skrng, positive, delivery)","(shopee express, kalo skrng, positive, delivery)","(shopee express,kalo skrng,positive,delivery)"
1.6473490774730995e+18,@cikCici Shopee express mmg lambat kaa cemana? Weekend depa xkeja?,negative,produk;,SUBJECTIVE,shopee express mmg lambat kaa cemana? weekend depa xkeja?,"(shopee express, mmg lambat, negative, delivery)","(shopee express, mmg lambat, negative, delivery)","(shopee express,mmg lambat,negative,delivery)"
1.647348490685788e+18,App shopee jelek bgt jujur.,negative,produk;,SUBJECTIVE,app shopee jelek bgt jujur.,"(app shopee, jelek bgt jujur, negative, website&apps)","(app shopee, jelek bgt, negative, website&apps)","(app shopee,jelek bgt,negative,website&apps)"
1.6478217925669724e+18,"@bliblidotcom ini enak semua apalagi makannya sama nasi kuning, kalo ngga ada ya nasi sama garem🤣🥲😭",positive,produk;,SUBJECTIVE,"ini enak semua apalagi makannya sama nasi kuning, kalo ngga ada ya nasi sama garem","(_, enak semua, positive, produk)","(ini, enak semua, positive, produk);(nasi kuning, enak, positive, produk)","(ini,enak semua,positive,produk);(nasi kuning,enak,positive,produk)"
1.647820691344101e+18,@bliblidotcom Mauuu bangettt ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨,positive,delivery; produk;,SUBJECTIVE,mauuu bangettt,"(_, mau bangettt, positive, produk)","(_, mau bangettt, positive, produk)","(_,mauuu bangettt,positive,produk)"
1.6478123817609708e+18,"@bliblidotcom 💪🔥🤣 dikit aja. @OPPOIndonesia sudah bagus produknya, ga usah ragu. Pilihbsesuai kebutuhan.",negative,produk;,SUBJECTIVE,"dikit aja. sudah bagus produknya, ga usah ragu. pilihbsesuai kebutuhan.","(_, sesuai kebutuhan, positive, produk)","(produknya, sudah bagus, positive, produk);(produknya, ga usah ragu, positive, produk)","(produknya,sudah bagus,positive,produk);(produknya,ga usah ragu,positive,produk)"
1.647800390304555e+18,"@bliblidotcom Maaf bgt tapi aku bakal pilih nastar, soalnya ga terlalu suka selainya, aku biasanya makanin yg tepung nya aja 😭😭",positive,delivery; produk;,SUBJECTIVE,"maaf bgt tapi aku bakal pilih nastar, soalnya ga terlalu suka selainya, aku biasanya makanin yg tepung nya aja","(nastar, ga terlalu suka selainya, negative, produk)","(nastar, ga terlalu suka, negative, produk)","(nastar,ga terlalu suka,negative,produk)"
1.647794051314516e+18,"@bliblidotcom Aku lebih memilih bola ubi, pernah aku beli namun ternyata terlalu manis. Entah lidahku yang salah atau bagaimana, sejak saat itu aku tidak menyukai bola ubi",neutral,produk;,SUBJECTIVE,"aku lebih memilih bola ubi, pernah aku beli namun ternyata terlalu manis. entah lidahku yang salah atau bagaimana, sejak saat itu aku tidak menyukai bola ubi","(bola ubi, ternyata terlalu manis, negative, produk)","(bola ubi, terlalu manis, negative, produk);(bola ubi, tidak menyukai, negative, produk)","(bola ubi,terlalu manis,negative,produk);(bola ubi,tidak menyukai,negative,produk)"
1.6473475291122278e+18,@txtdaribrina KAGAK ANYING IKLANNYA SOCIOLLA SAMA ZALORA DOANG PALING PALING SHOPEE/LAZADA,negative,delivery; produk;,SUBJECTIVE,kagak anying iklannya sociolla sama zalora doang paling paling shopee/lazada,"(sociolla sama zalora, kaga anying, negative, website&apps)","(sociolla, kagak anying, negative, website&apps);(zalora, kagak anying, negative, website&apps)","(sociolla,kagak anying,negative,website&apps);(zalora,kagak anying,negative,website&apps)"
1.6473470363444388e+18,@discountfess Aman sih... Tpi klo gakuat iman bisa top up² mulu apalagi klo co shopee lebih gampang jg😭,positive,produk;,SUBJECTIVE,aman sih... tpi klo gakuat iman bisa top up mulu apalagi klo co shopee lebih gampang jg,"(co shopee, bisa top up mulu, negative, payment)","(co shopee, bisa top up mulu, negative, payment);(co shopee, lebih gampang, positive, website&apps)","(co shopee,bisa top up mulu,negative,payment);(co shopee,lebih gampang,positive,website&apps)"
1.647346661159764e+18,duh weelll guehhh nemu di shopee😭😭😭 ottokeeeeeeeee,neutral,payment; produk;,SUBJECTIVE,duh weelll guehhh nemu di shopee ottokeeeeeeeee,"(_, nemu di shopee, positive, produk)","(_, nemu di shopee, positive, produk)","(_,nemu di shopee,positive,produk)"
1.6473461715376579e+18,"@ffosure @jntexpressid btw iya gue kmrn 2 hari yg lalu beli paket jg dari sby pake ekspedisi shopee cuman 2 hari aja sampe. masa ini dari jakbar ke tgr ga jauh loh, sampe 10 hari👺",negative,delivery; produk;,SUBJECTIVE,"btw iya gue kmrn hari yg lalu beli paket jg dari sby pake ekspedisi shopee cuman hari aja sampe. masa ini dari jakbar ke tgr ga jauh loh, sampe hari","(ekspedisi shopee, cuman hari aja sampe, positive, delivery)","(ekspedisi shopee, cuman hari aja sampe, positive, delivery)","(ekspedisi shopee,cuman hari aja sampe,positive,delivery)"
1.647344849614676e+18,@GODYONGBOK kenapa sih orang2 bisa ngetik hal2 unnecessary kayak gitu yg padahal kita pun udah tau “aturan” nya tanpa dikasih tau??? apa rating 5/5 shopee gue msh kurang ibaratnya?? it’s very concerning tbh mereka ngeluarin kata2 nyakitin hati orang demi selembar pc :),negative,produk;,SUBJECTIVE,kenapa sih orang2 bisa ngetik hal2 unnecessary kayak gitu yg padahal kita pun udah tau aturan nya tanpa dikasih tau??? apa rating /5 shopee gue msh kurang ibaratnya?? its very concerning tbh mereka ngeluarin kata2 nyakitin hati orang demi selembar pc,"(ngetik hal2 unnecesary, udah tau aturannya, negative, website&apps)","(orang2, ngetik hal2 unnecessary, negative, produk);(aturan, kita pun udah tau, positive, website&apps);(rating, msh kurang, negative, website&apps);(mereka, nyakitin hati, negative, produk)","(orang2,ngetik hal2 unnecessary,negative,produk);(aturan,kita pun udah tau,positive,website&apps);(rating,msh kurang,negative,website&apps);(mereka,nyakitin hati,negative,produk)"
1.6473444675343114e+18,ini shopee gua kenapa ya gabisa nyari vape?? bahkan keterangannya gada anjir kenapa dah @ShopeeID,negative,delivery; produk;,SUBJECTIVE,ini shopee gua kenapa ya gabisa nyari vape?? bahkan keterangannya gada anjir kenapa dah,"(shopee, gabisa nyari vape, negative, website&apps)","(shopee, gabisa nyari vape, negative, website&apps);(shopee, keterangannya gada, negative, website&apps)","(shopee,gabisa nyari vape,negative,website&apps);(shopee,keterangannya gada,negative,website&apps)"
1.6473425347489423e+18,@theforgerss @berburusales Sebagus itu kah kak sepatunya? Aku coba liat di shopee sama rokped harganya buat yg series sama hampir 300k. Liat review dr ratingnya jg pada bilang bagus. Aku awam bgt persepatuan soalnya,negative,produk;,SUBJECTIVE,sebagus itu kah kak sepatunya? aku coba liat di shopee sama rokped harganya buat yg series sama hampir k. liat review dr ratingnya jg pada bilang bagus. aku awam bgt persepatuan soalnya,"(sepatu, pada bilang bagus, positive, produk)","(sepatu, pada bilang bagus, positive, produk)","(sebagus,pada bilang bagus,positive,produk)"
1.6473422610035095e+18,"@ohmybeautybank Beli kemeja di shopee officialnya udh lama, sampai skrg masih bagus.",negative,produk;,SUBJECTIVE,"beli kemeja di shopee officialnya udh lama, sampai skrg masih bagus.","(kemeja, sampai skrng masih bagus, positive, produk)","(kemeja, sampai skrng masih bagus, positive, produk)","(kemeja,sampai skrg masih bagus,positive,produk)"
1.6473418166463567e+18,Baru inget sendal w blm dikirim ama seller shopee anjir,negative,produk;,SUBJECTIVE,baru inget sendal w blm dikirim ama seller shopee anjir,"(sendal, blm dikirim, negative, delivery)","(sendal, blm dikirim, negative, delivery)","(sendal,blm dikirim,negative,delivery)"
1.6473409078035743e+18,bisa gaksih matiin pengiriman pake shopee express yaallah lamanya bukan main sampe capek cakung lagi cakung lagi,negative,produk;,SUBJECTIVE,bisa gaksih matiin pengiriman pake shopee express yaallah lamanya bukan main sampe capek cakung lagi cakung lagi,"(shopee express, lamanya bukan main, negative, delivery)","(shopee express, lamanya bukan main, negative, delivery);(shopee express, capek, negative, delivery)","(shopee express,lamanya bukan main,negative,delivery);(shopee express,capek,negative,delivery)"
1.6477779195473633e+18,@tiket ribet banget ih mau ganti no hp harus tersambung dulu sm apk @bliblidotcom sedangkan di apk bli bli ubah no hp harus pake no hp/email pemulihan yg kirim kode verifikasi ke no hp terdaftar udh tau no hp ya udh ga aktif lg. gmn dong!!,negative,produk;,SUBJECTIVE,ribet banget ih mau ganti no hp harus tersambung dulu sm apk sedangkan di apk bli bli ubah no hp harus pake no hp/email pemulihan yg kirim kode verifikasi ke no hp terdaftar udh tau no hp ya udh ga aktif lg. gmn dong!!,"(ganti no hp, ribet banget, negative, costumerservice)","(ganti no hp, ribet banget, negative, website&apps)","(ganti no hp,ribet banget,negative,website&apps)"
1.6477692627220111e+18,@bliblidotcom Gabisa miliiihhhh itu enak semua weey,positive,produk;,SUBJECTIVE,gabisa miliiihhhh itu enak semua weey,"(_, enak semua weey, positive, produk)","(_, enak semua weey, positive, produk)","(_,enak semua weey,positive,produk)"
1.6477621049490227e+18,@idextratime @bliblidotcom Ini udah diumumin belom ya? Ada yg bener tuh jawabannya,negative,produk;,SUBJECTIVE,ini udah diumumin belom ya? ada yg bener tuh jawabannya,"(_, ada yg bener tuh jawabannya, website&apps)","(jawabannya, ada yg bener tuh, positive, website&apps)","(jawabannya,ada yg bener tuh,positive,website&apps)"
1.647761934345986e+18,"@bliblidotcom enak semuaaaa, kalo bisa gue makan semuanya😭😭😭",positive,produk;,SUBJECTIVE,"enak semuaaaa, kalo bisa gue makan semuanya","(_, enak semuaaa, positive, produk)","(_, enak semuaaa, positive, produk);(_, makan semuanya, positive, produk)","(_,enak semuaaaa,positive,produk);(_,makan semuanya,positive,produk)"
1.647729492163727e+18,@indomilkyourway @alfamart @alfamidi_ku @Indomaret @bliblidotcom Aku beli kok agak bau ya min,neutral,produk;,SUBJECTIVE,aku beli kok agak bau ya min,"(_, agak bau, negative, produk)","(_, agak bau, negative, produk)","(_,agak bau,negative,produk)"
1.6476682637810235e+18,"@bliblidotcom Bakwan ga tipis bgt ( karna kadang kering beut terlalu kriuk ), bakwan ga gemuk bgt ( karna kadang tengahnya masih tepung ) 😭",positive,produk;,SUBJECTIVE,"bakwan ga tipis bgt ( karna kadang kering beut terlalu kriuk ), bakwan ga gemuk bgt ( karna kadang tengahnya masih tepung )","(bakwan, terlalu kriuk, negative, produk)","(bakwan, terlalu kriuk, negative, produk);(bakwan, tengahnya masih tepung, negative, produk)","(bakwan,terlalu kriuk,negative,produk);(bakwan,tengahnya masih tepung,negative,produk)"
1.6476253931748923e+18,"@bliblidotcom 2. Kelepon, bosen anjir makan kelepon mulu sampe enek",negative,produk;,SUBJECTIVE,". kelepon, bosen anjir makan kelepon mulu sampe enek","(klepon, bosen anjir, negative, produk)","(klepon, bosen anjir, negative, produk);(klepon, enek, negative, produk)","(kelepon,bosen anjir,negative,produk);(kelepon,enek,negative,produk)"
1.6476228039974707e+18,@bliblidotcom NASTAR WOI GA ENAK 😭 BIKIN SERETNYA PARAH,negative,produk;,SUBJECTIVE,nastar woi ga enak bikin seretnya parah,"(nastar, ga enak bikin seretnya parah, negative, produk)","(nastar, ga enak, negative, produk);(nastar, bikin seretnya parah, negative, produk)","(nastar,ga enak,negative,produk);(nastar,bikin seretnya parah,negative,produk)"
1.6473355277614572e+18,@kylienyd Jangan buka shopee kalo perut lu kosong,neutral,produk;,SUBJECTIVE,jangan buka shopee kalo perut lu kosong,"(shopee, jangan buka, negative, website&apps)","(shopee, jangan buka, negative, website&apps)","(shopee,jangan buka,negative,website&apps)"
1.6473352896256737e+18,jam seginian nih emang disarankan jangan coba coba buka shopee,neutral,produk;,SUBJECTIVE,jam seginian nih emang disarankan jangan coba coba buka shopee,"(shopee, disarankan jangan coba coba buka, negative, website&apps)","(shopee, jangan coba coba buka, negative, website&apps)","(shopee,jangan coba coba buka,negative,website&apps)"
1.6473346196275323e+18,mana bangun bangun malah buka shopee tuh ngapain cok ngigo lu len🧍‍♀️🧍‍♀️,neutral,produk;,SUBJECTIVE,mana bangun bangun malah buka shopee tuh ngapain cok ngigo lu len,"(shopee, ngigo lu, negative, website&apps)","(len, ngigo lu, negative, produk)","(len,ngigo lu,negative,produk)"
1.647334043938361e+18,kan kalo gak tidur jam segini tuh gw malah cekot shopee jadinya hadeeeehh auk dah ahh😭😭😭,negative,produk;,SUBJECTIVE,kan kalo gak tidur jam segini tuh gw malah cekot shopee jadinya hadeeeehh auk dah ahh,"(cekot shopee, auk dah ahh, negative, website&apps)","(cekot shopee, auk dah ahh, negative, website&apps)","(cekot shopee,auk dah ahh,negative,website&apps)"
1.6473288819287283e+18,@mandiricare min mau top up shopee pay dan tf knp gagal terus ya? Sedang maintenance kah?,negative,produk;,SUBJECTIVE,min mau top up shopee pay dan tf knp gagal terus ya? sedang maintenance kah?,"(shopee pay, gagal terus, negative, payment)","(shopee pay, gagal terus, negative, payment);(shopee pay, sedang maintenance, negative, website&apps)","(shopee pay,gagal terus,negative,payment);(shopee pay,sedang maintenance,negative,website&apps)"
1.647327853082714e+18,abis cekot shopee semoga pas bangun udh sampe😔,neutral,website&apps; produk;,SUBJECTIVE,abis cekot shopee semoga pas bangun udh sampe,"(cekot shopee, pas bangun udh sampe, positive, delivery)","(cekot shopee, pas bangun udh sampe, positive, delivery)","(cekot shopee,pas bangun udh sampe,positive,delivery)"
1.6473269596624323e+18,"shopee express kece cuy selama mdekati lebaran, pengiriman jd lebih dipercepat walaupun gue gk ikut mrayakan lebaran🥰",positive,produk;,SUBJECTIVE,"shopee express kece cuy selama mdekati lebaran, pengiriman jd lebih dipercepat walaupun gue gk ikut mrayakan lebaran","(shopee express, kece cuy, positive, delivery)","(shopee express, kece cuy, positive, delivery);(shopee express, lebih dipercepat, positive, delivery)","(shopee express,kece cuy,positive,delivery);(shopee express,lebih dipercepat,positive,delivery)"
1.6473232932702863e+18,just bought some accessories on shopee lol… impulsif sih tAPI GIMANA lucu banget dan gue juga lagi naksir yang lucu2 😔😔😔😔😔😔😔😔😔,negative,produk;,SUBJECTIVE,just bought some accessories on shopee lol impulsif sih tapi gimana lucu banget dan gue juga lagi naksir yang lucu2,"(accesories, lucu banget, positive, produk)","(accesories, lucu banget, positive, produk)","(accessories,lucu banget,positive,produk)"
1.6473222735007744e+18,"@theGOODSdept tolong banget, gue mesen barang di shopee, kenapa masa pengemasan sampe 10 hari (dari tgl 5 - 16), lama bener gua liat"", lagi dikejar waktu ini, tolong responnya🙏",negative,produk;,SUBJECTIVE,"tolong banget, gue mesen barang di shopee, kenapa masa pengemasan sampe hari (dari tgl - ), lama bener gua liat"", lagi dikejar waktu ini, tolong responnya","(barang, lama bener gua liat"", negative, delivery)","(masa pengemasan, sampe hari, negative, delivery);(masa penegemasan, lama bener, negative, delivery)","(masa pengemasan,sampe hari,negative,delivery);(masa pengemasan,lama bener,negative,delivery)"
1.647321816069976e+18,"di shopee nya jg libur😭 ada stoknya di playdate kemang tp JAUH BGT dr rumah gw knp ga ada online nya sie,,",negative,produk;,SUBJECTIVE,"di shopee nya jg libur ada stoknya di playdate kemang tp jauh bgt dr rumah gw knp ga ada online nya sie,,","(_, jauh bgt dr rumah gw, negative, produk)","(playdate kemang, jauh bgt, negative, produk);(playdate kemang, knp ga ada online, negative, produk)","(playdate kemang,jauh bgt,negative,produk);(playdate kemang,knp ga ada online,negative,produk)"
1.6473217572029235e+18,Random banget astagaaa jam segini kebangun perkara mimpi lagi scroll shopee trs dilema mau beli micellar water ato setting spray 😭😭,negative,produk;,SUBJECTIVE,random banget astagaaa jam segini kebangun perkara mimpi lagi scroll shopee trs dilema mau beli micellar water ato setting spray,"(miceller water ato setting spray, dilema mau beli, negative, produk)","(beli, dilema, negative, produk)","(beli,dilema,negative,produk)"
1.647321175343739e+18,"@bubblecheek323 @tanyakanrl anjir nyebelin banget, coba ke cust service shopee",neutral,price; produk;,SUBJECTIVE,"anjir nyebelin banget, coba ke cust service shopee","(cust service shopee, nyebelin banget, negative, costumerservice)","(cust service shopee, nyebelin banget, negative, customerservice)","(cust service shopee,nyebelin banget,negative,customerservice)"
1.64732060126951e+18,@BetaEpsilonPhi @SeputarTetangga setel lagu shopee cod diulang2 ntar jga pada bete pengunjungnya 🤣,neutral,produk;,SUBJECTIVE,setel lagu shopee cod diulang2 ntar jga pada bete pengunjungnya,"(lagu shopee cod, pada bete pengunjungnya, negative, website&apps)","(lagu shopee cod, bete , negative, produk)","(lagu shopee cod,bete,negative,produk)"
1.6473205217622794e+18,Ntar pagi mau bikin thread seputar produk2 yg prnh aku beli di shopee dan rekomendedddd! Ditunggu ajaaa yaaa,neutral,produk;,SUBJECTIVE,ntar pagi mau bikin thread seputar produk2 yg prnh aku beli di shopee dan rekomendedddd! ditunggu ajaaa yaaa,"(thread seputar produk2, rekomendedddd, positive, produk)","(thread seputar produk2, rekomendedddd, positive, produk)","(thread seputar produk2,rekomendedddd,positive,produk)"
1.647319929027461e+18,Skang kalau nak check out barang oversea dari shopee memang penghantaran dah puluh² ke? Harga delivery dah harga satu barang dah. Apa ni,negative,produk;,SUBJECTIVE,skang kalau nak check out barang oversea dari shopee memang penghantaran dah puluh ke? harga delivery dah harga satu barang dah. apa ni,"(barang oversea, pengantaran dah puluh ke, negative, delivery)","(barang oversea, pengantaran dah puluh ke, negative, delivery)","(barang oversea,penghantaran dah puluh ke,negative,delivery)"
1.647319205262545e+18,"Shopee udh overload bgt kali yh, pesanan awal bulan puasa aja ga sampe sampe😂",negative,customerservice; produk;,SUBJECTIVE,"shopee udh overload bgt kali yh, pesanan awal bulan puasa aja ga sampe sampe","(shopee, udah overload bgt kali yh, negative, delivery)","(shopee, udah overload bgt kali yh, negative, delivery)","(shopee,udh overload bgt kali yh,negative,delivery)"
1.6473185386072635e+18,"Repliesnya mulai latah deh. Habis banyak dagangan sama link Shopee, sekarang ngetag provider ngeluhin sinyal.   Bikin tweet sendiri napa. Mau liat replies tweetnya kan malah pada ketutup.",neutral,produk;,SUBJECTIVE,"repliesnya mulai latah deh. habis banyak dagangan sama link shopee, sekarang ngetag provider ngeluhin sinyal. bikin tweet sendiri napa. mau liat replies tweetnya kan malah pada ketutup.","(replies, mulai latah, negative, website&apps)","(replies, mulai latah, negative, website&apps)","(replies,mulai latah,negative,website&apps)"
1.647317750875046e+18,siklusnya udah tau mau beli barang apa buat diri ini kemudian tau2 muncul barang anak yang lucu di shopee atau tiktok atau twitter. jiwa inner child ini meronta,negative,produk;,SUBJECTIVE,siklusnya udah tau mau beli barang apa buat diri ini kemudian tau2 muncul barang anak yang lucu di shopee atau tiktok atau twitter. jiwa inner child ini meronta,"(beli barang, jiwa inner child ini meronta, positive, produk)","(beli barang, jiwa inner child ini meronta, positive, produk)","(beli barang,jiwa inner child ini meronta,positive,produk)"
1.647616942772224e+18,@bliblidotcom enak semuenya🤣🙏,positive,produk;,SUBJECTIVE,enak semuenya,"(_enak semuenya, positive, produk)","(_, enak semuenya, positive, produk)","(_,enak semuenya,positive,produk)"
1.647606425563304e+18,@bliblidotcom Bakwan tebel tapi sayurnya banyaakkk dan tepungnya lembut,negative,produk;,SUBJECTIVE,bakwan tebel tapi sayurnya banyaakkk dan tepungnya lembut,"(bakwan, sayurnya banyakkk dan tepungnya lembut, positive, produk)","(bakwan, sayurnya banyakkk dan tepungnya lembut, positive, produk)","(bakwan,sayurnya banyaakkk dan tepungnya lembut,positive,produk)"
1.6473143958009446e+18,"@not25anymore Dan yg edgy biasanya status sosial atau ekonomi nya diatas daripada thenuruls2 ini makanya ngerasa superior banget, padahal gaada yg salah dari spill shopee iph x seblak dan semacemnya",positive,produk;,SUBJECTIVE,"dan yg edgy biasanya status sosial atau ekonomi nya diatas daripada thenuruls2 ini makanya ngerasa superior banget, padahal gaada yg salah dari spill shopee iph x seblak dan semacemnya","(status sosial, makanya ngerasa superior banget, negative, website&apps)","(the nuruls, ngerasa superior, negative, produk); (status sosial, gaada yang salah dari spill shopee, positive, produk)","(dan thenuruls2,ngerasa superior,negative,produk);(status sosial,gaada dan salah dari spill shopee,positive,produk)"
1.6473112368231424e+18,"Udh email dan wa cs jnt tp gada respon. Bsk gua akan tlp, mau tau responnya apa. Gila aja kali ya, ngerugiin org bgt ni. Masalahnya kita mau ajukan pengembalian dana jg mana mungkin, karna kan seller jg udh kirim barang pasti ditolak. Gua pake shopee express 3-4hari udh smpe tuh",negative,produk;,SUBJECTIVE,"udh email dan wa cs jnt tp gada respon. bsk gua akan tlp, mau tau responnya apa. gila aja kali ya, ngerugiin org bgt ni. masalahnya kita mau ajukan pengembalian dana jg mana mungkin, karna kan seller jg udh kirim barang pasti ditolak. gua pake shopee express -4hari udh smpe tuh","(cs jnt, gaada respon, negative, delivery)","(cs jnt, gaada respon, negative, delivery); (cs jnt, ngerugiin org bgt ni, negative, delivery); (shopee express, 4hari udah smpe, positive, delivery)","(cs jnt,gada respon,negative,delivery);(cs jnt,ngerugiin org bgt ni,negative,delivery);(shopee express,4hari udh smpe,positive,delivery)"
1.6473111041573192e+18,@FWBESS Kosongin keranjang shopee wkwk,neutral,produk;,SUBJECTIVE,kosongin keranjang shopee wkwk,"(keranjang shopee, kosongin, positive, webiste&apps)","(keranjang shopee, kosongin, positive, webiste&apps)","(keranjang shopee,kosongin,positive,website&apps)"
1.6473102416028713e+18,"hari-hariku ku yg sepi ini ku habiskan ngeliat shopee padahal duit sisa 2rb doang, capede",neutral,produk;,SUBJECTIVE,"hari-hariku ku yg sepi ini ku habiskan ngeliat shopee padahal duit sisa rb doang, capede","(shopee, hari-hariku yg sepi, negative, website&apps)","(shopee, hari-hariku yg sepi, negative, website&apps)","(shopee,harihariku yg sepi,negative,website&apps)"
1.6473099159403274e+18,Kayaknya buka shopee jam segini tuh salah bgt deh... tiba2 co make up anjrit,negative,delivery; produk;,SUBJECTIVE,kayaknya buka shopee jam segini tuh salah bgt deh... tiba2 co make up anjrit,"(shopee, salah bgt deh, negative, wesbite&apps)","(shopee, salah bgt deh, negative, wesbite&apps)","(shopee,salah bgt tuh,negative,website&apps)"
1.6473091485253263e+18,Lg nyoba pake Shopee partner smg bisa huhu qris ku,neutral,produk;,SUBJECTIVE,lg nyoba pake shopee partner smg bisa huhu qris ku,"(shopee partner, smg bisa huhu qris ku, positive, payment)","(shopee partner, smg bisa huhu qris ku, positive, payment)","(shopee partner,smg bisa huhu qris ku,positive,payment)"
1.6473088630190449e+18,Takleh ah tiap masa belek shopee ☝🏻😩,negative,produk;,SUBJECTIVE,takleh ah tiap masa belek shopee,"(shopee, takleh ah,  negative, website&apps)","(shopee, takleh ah,  negative, website&apps)","(shopee,takleh ah,negative,website&apps)"
1.6473083699786097e+18,SSHLODAHKHSDKLGDSHOKNFAJKSDJJ MSU CO SHOPEE MALAH KURANGGG 15 RIBU ANJIRRRRRRRRRRRRR KSL BGT WTF ISH APASIII ORG TDI HARGANYA GA SEGITU,negative,price; produk;,SUBJECTIVE,sshlodahkhsdklgdshoknfajksdjj msu co shopee malah kuranggg ribu anjirrrrrrrrrrrrr ksl bgt wtf ish apasiii org tdi harganya ga segitu,"(co shopee, kuranggg ribu anjirrrrrrrr, negative, price)","(co shopee, kuranggg ribu anjirrrrrrrr, negative, price); (shopee, harganya ga segitu, negative, website&apps)","(co shopee,kuranggg ribu anjirrrrrrrrrrrrr,negative,price);(shopee,harganya ga segitu,negative,website&apps)"
1.6473080921017915e+18,@melatijelitaa @ezhrjmn_ Setuju. J&amp;t smpai i kena chat mintak arrange delivery. Seminggu lbh dok arrange for delivery tp x deliver pun. Shopee express 3-4 hari dah smpai,negative,produk;,SUBJECTIVE,setuju. j&amp;t smpai i kena chat mintak arrange delivery. seminggu lbh dok arrange for delivery tp x deliver pun. shopee express -4 hari dah smpai,"(shopee express, -4 hari dah smpai, positive, delivery)","(shopee express, -4 hari dah smpai, positive, delivery)","(shopee express,4 hari dah smpai,positive,delivery)"
